onset	duration	sample	value
15.8416522371	1000.0000000000	15841.6522	bgin
108.9646534698	1000.0000000000	108964.6535	TRSP
115.4726447241	1000.0000000000	115472.6447	bgin
208.5956459569	1000.0000000000	208595.646	TRSP
228.9856480138	1000.0000000000	228985.648	bgin
322.1026444511	1000.0000000000	322102.6445	TRSP
327.5986516552	1000.0000000000	327598.6517	bgin
420.7166539209	1000.0000000000	420716.6539	TRSP
426.5956503974	1000.0000000000	426595.6504	bgin
519.7136526631	1000.0000000000	519713.6527	TRSP
527.1349964367	1000.0000000000	527134.9964	IBEG
646.0380026774	1000.0000000000	646038.0027	IEND
651.7386456655	1000.0000000000	651738.6457	bgin
744.8556521611	1000.0000000000	744855.6522	TRSP
825.8996503131	1000.0000000000	825899.6503	bgin
919.0166467505	1000.0000000000	919016.6468	TRSP
934.1466491746	1000.0000000000	934146.6492	bgin
1027.2636456119	1000.0000000000	1027263.6456	TRSP
1037.4266462104	1000.0000000000	1037426.6462	bgin
1130.5436527060	1000.0000000000	1130543.6527	TRSP
